Initialized in 0.000016 s
Acceleration calculated in 0.000927 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000972 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001066 s
Solution calculated in 0.000049 s
Acceleration calculated in 0.000970 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000938 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000936 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000930 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000994 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001059 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000961 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.000935 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000927 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.001029 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.001069 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000935 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.000941 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000955 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001062 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001004 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000945 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000937 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000972 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001072 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000969 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000933 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000939 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000996 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001067 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000948 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000936 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000927 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000928 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.001063 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001029 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000936 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000932 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000968 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001062 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000994 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.000936 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000930 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000987 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001059 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000975 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000937 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.001068 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001031 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000943 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000938 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000949 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001061 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001003 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000938 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000932 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000986 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001075 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.000963 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000927 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000925 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000942 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.001052 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001031 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000937 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.000937 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000927 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000953 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001061 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001013 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000928 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000929 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000998 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.001060 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000950 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000934 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.001059 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001024 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000942 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000926 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000936 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000949 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001078 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.000987 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000928 s
Solution calculated in 0.000029 s
Acceleration calculated in 0.000930 s
Solution calculated in 0.000030 s
Problem solved in 0.100764 s, 0.001008 per timestep with 1000 particles
Output written in 0.008540 s
Program finished in 0.109736 s. Exiting...
13	0.109737
Initialized in 0.000018 s
Input read in 0.000428 s
Threads setup in 0.000041 s
Acceleration calculated in 0.001526 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000914 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000918 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001019 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001042 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000897 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000902 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000943 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001018 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001021 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000924 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000909 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000932 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001019 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001050 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000902 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000898 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000974 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001019 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.001018 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000041 s
Acceleration calculated in 0.000901 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000968 s
Solution calculated in 0.000053 s
Acceleration calculated in 0.001027 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.001007 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000902 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000901 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.001012 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.001035 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000942 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000942 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.001017 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.001019 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000931 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000907 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000903 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000925 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001018 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001028 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000935 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000899 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000898 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000989 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.001036 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001034 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000909 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000902 s
Solution calculated in 0.000036 s
Acceleration calculated in 0.001027 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001024 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000981 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000901 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000898 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000911 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001025 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001022 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000961 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000910 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000961 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001018 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.001028 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000925 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000901 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000902 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000977 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.001046 s
Solution calculated in 0.000031 s
Acceleration calculated in 0.001005 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000901 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000912 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000988 s
Solution calculated in 0.000051 s
Acceleration calculated in 0.001024 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000982 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000909 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000900 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000924 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.001017 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.001028 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000932 s
